Input1,IMG1,Input2,IMG2,Gap,Situation,Note
jK,<img src='jK.png'></img>,2K,<img src='2K.png'></img>,-6f,Jump-in,
jK,<img src='jK.png'></img>,2S,<img src='2S.png'></img>,-1f,Jump-in,
jK,<img src='jK.png'></img>,2H,<img src='2H.png'></img>,1f,Jump-in,
jK,<img src='jK.png'></img>,jP,<img src='jP.png'></img>,9f,Air Non-Gatling,
jK,<img src='jK.png'></img>,jK,<img src='jK.png'></img>,10f,Air Non-Gatling,
jK,<img src='jK.png'></img>,jS,<img src='jS.png'></img>,13f,Air Non-Gatling,
jK,<img src='jK.png'></img>,jH,<img src='jH.png'></img>,12f,Air Non-Gatling,
jK,<img src='jK.png'></img>,jD,<img src='jD.png'></img>,-3f,Air Gatling,
jK,<img src='jK.png'></img>,6P,<img src='6P.png'></img>,-2f,Jump-in,
jK,<img src='jK.png'></img>,6K,<img src='6K.png'></img>,9f,Jump-in,
jK,<img src='jK.png'></img>,6H,<img src='6H.png'></img>,6f,Jump-in,
jK,<img src='jK.png'></img>,j2K,<img src='j2K.png'></img>,5f,Air Gatling,
jK,<img src='jK.png'></img>,2D,<img src='2D.png'></img>,-1f,Jump-in,
jK,<img src='jK.png'></img>,5D,<img src='5D.png'></img>,9f,Jump-in,
jK,<img src='jK.png'></img>,5[D],<img src='5[D].png'></img>,17f,Jump-in,
jK,<img src='jK.png'></img>,236P,<img src='236P.png'></img>,18f,Jump-in,
jK,<img src='jK.png'></img>,j236P,<img src='j236P.png'></img>,18f,Air Gatling,
jK,<img src='jK.png'></img>,236K,<img src='236K.png'></img>,16f,Jump-in,
jK,<img src='jK.png'></img>,j236K,<img src='j236K.png'></img>,21f,Air Gatling,
jK,<img src='jK.png'></img>,623S,<img src='623S.png'></img>,-2f,Jump-in,
jK,<img src='jK.png'></img>,j623S,<img src='j623S.png'></img>,-2f,Air Gatling,
jK,<img src='jK.png'></img>,236H,<img src='236H.png'></img>,14f,Jump-in,
jK,<img src='jK.png'></img>,236S,<img src='236S.png'></img>,2f,Jump-in,
jK,<img src='jK.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-3f,Jump-in,
jK,<img src='jK.png'></img>,236S-236K,<img src='236S-236K.png'></img>,9f,Jump-in,
jK,<img src='jK.png'></img>,63214S,<img src='63214S.png'></img>,16f,Jump-in,
jK,<img src='jK.png'></img>,j214P,<img src='j214P.png'></img>,11f,Air Gatling,
jK,<img src='jK.png'></img>,236236P,<img src='236236P.png'></img>,-4f,Jump-in,
jK,<img src='jK.png'></img>,632146H,<img src='632146H.png'></img>,10f,Jump-in,
jK,<img src='jK.png'></img>,j632146H,<img src='j632146H.png'></img>,3f,Air Gatling,
jS,<img src='jS.png'></img>,5P,<img src='5P.png'></img>,-10f,Jump-in,
jS,<img src='jS.png'></img>,5K,<img src='5K.png'></img>,-7f,Jump-in,
jS,<img src='jS.png'></img>,cS,<img src='cS.png'></img>,-6f,Jump-in,
jS,<img src='jS.png'></img>,fS,<img src='fS.png'></img>,-4f,Jump-in,
jS,<img src='jS.png'></img>,5H,<img src='5H.png'></img>,-2f,Jump-in,
jS,<img src='jS.png'></img>,2P,<img src='2P.png'></img>,-8f,Jump-in,
jS,<img src='jS.png'></img>,2K,<img src='2K.png'></img>,-8f,Jump-in,
jS,<img src='jS.png'></img>,2S,<img src='2S.png'></img>,-3f,Jump-in,
jS,<img src='jS.png'></img>,2H,<img src='2H.png'></img>,-1f,Jump-in,
jS,<img src='jS.png'></img>,jP,<img src='jP.png'></img>,14f,Air Non-Gatling,
jS,<img src='jS.png'></img>,jK,<img src='jK.png'></img>,15f,Air Non-Gatling,
jS,<img src='jS.png'></img>,jS,<img src='jS.png'></img>,18f,Air Non-Gatling,
jS,<img src='jS.png'></img>,jH,<img src='jH.png'></img>,-5f,Air Gatling,
jS,<img src='jS.png'></img>,jD,<img src='jD.png'></img>,-5f,Air Gatling,
jS,<img src='jS.png'></img>,6P,<img src='6P.png'></img>,-4f,Jump-in,
jS,<img src='jS.png'></img>,6K,<img src='6K.png'></img>,7f,Jump-in,
jS,<img src='jS.png'></img>,6H,<img src='6H.png'></img>,4f,Jump-in,
jS,<img src='jS.png'></img>,j2K,<img src='j2K.png'></img>,25f,Air Non-Gatling,
jS,<img src='jS.png'></img>,2D,<img src='2D.png'></img>,-3f,Jump-in,
jS,<img src='jS.png'></img>,5D,<img src='5D.png'></img>,7f,Jump-in,
jS,<img src='jS.png'></img>,5[D],<img src='5[D].png'></img>,15f,Jump-in,
jS,<img src='jS.png'></img>,236P,<img src='236P.png'></img>,16f,Jump-in,
jS,<img src='jS.png'></img>,j236P,<img src='j236P.png'></img>,16f,Air Gatling,
jS,<img src='jS.png'></img>,236K,<img src='236K.png'></img>,14f,Jump-in,
jS,<img src='jS.png'></img>,j236K,<img src='j236K.png'></img>,19f,Air Gatling,
jS,<img src='jS.png'></img>,623S,<img src='623S.png'></img>,-4f,Jump-in,
jS,<img src='jS.png'></img>,j623S,<img src='j623S.png'></img>,-4f,Air Gatling,
jS,<img src='jS.png'></img>,236H,<img src='236H.png'></img>,12f,Jump-in,
jS,<img src='jS.png'></img>,236S,<img src='236S.png'></img>,0f,Jump-in,
jS,<img src='jS.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-5f,Jump-in,
jS,<img src='jS.png'></img>,236S-236K,<img src='236S-236K.png'></img>,7f,Jump-in,
jS,<img src='jS.png'></img>,63214S,<img src='63214S.png'></img>,14f,Jump-in,
jS,<img src='jS.png'></img>,j214P,<img src='j214P.png'></img>,9f,Air Gatling,
jS,<img src='jS.png'></img>,236236P,<img src='236236P.png'></img>,-6f,Jump-in,
jS,<img src='jS.png'></img>,632146H,<img src='632146H.png'></img>,8f,Jump-in,
jS,<img src='jS.png'></img>,j632146H,<img src='j632146H.png'></img>,1f,Air Gatling,
jH,<img src='jH.png'></img>,5P,<img src='5P.png'></img>,-10f,Jump-in,
jH,<img src='jH.png'></img>,5K,<img src='5K.png'></img>,-7f,Jump-in,
jH,<img src='jH.png'></img>,cS,<img src='cS.png'></img>,-6f,Jump-in,
jH,<img src='jH.png'></img>,fS,<img src='fS.png'></img>,-4f,Jump-in,
jH,<img src='jH.png'></img>,5H,<img src='5H.png'></img>,-2f,Jump-in,
jH,<img src='jH.png'></img>,2P,<img src='2P.png'></img>,-8f,Jump-in,
jH,<img src='jH.png'></img>,2K,<img src='2K.png'></img>,-8f,Jump-in,
jH,<img src='jH.png'></img>,2S,<img src='2S.png'></img>,-3f,Jump-in,
jH,<img src='jH.png'></img>,2H,<img src='2H.png'></img>,-1f,Jump-in,
jH,<img src='jH.png'></img>,jP,<img src='jP.png'></img>,21f,Air Non-Gatling,
jH,<img src='jH.png'></img>,jK,<img src='jK.png'></img>,22f,Air Non-Gatling,
jH,<img src='jH.png'></img>,jS,<img src='jS.png'></img>,25f,Air Non-Gatling,
jH,<img src='jH.png'></img>,jH,<img src='jH.png'></img>,24f,Air Non-Gatling,
jH,<img src='jH.png'></img>,jD,<img src='jD.png'></img>,-5f,Air Gatling,
jH,<img src='jH.png'></img>,6P,<img src='6P.png'></img>,-4f,Jump-in,
jH,<img src='jH.png'></img>,6K,<img src='6K.png'></img>,7f,Jump-in,
jH,<img src='jH.png'></img>,6H,<img src='6H.png'></img>,4f,Jump-in,
jH,<img src='jH.png'></img>,j2K,<img src='j2K.png'></img>,32f,Air Non-Gatling,
jH,<img src='jH.png'></img>,2D,<img src='2D.png'></img>,-3f,Jump-in,
jH,<img src='jH.png'></img>,5D,<img src='5D.png'></img>,7f,Jump-in,
jH,<img src='jH.png'></img>,5[D],<img src='5[D].png'></img>,15f,Jump-in,
jH,<img src='jH.png'></img>,236P,<img src='236P.png'></img>,16f,Jump-in,
jH,<img src='jH.png'></img>,j236P,<img src='j236P.png'></img>,16f,Air Gatling,
jH,<img src='jH.png'></img>,236K,<img src='236K.png'></img>,14f,Jump-in,
jH,<img src='jH.png'></img>,j236K,<img src='j236K.png'></img>,19f,Air Gatling,
jH,<img src='jH.png'></img>,623S,<img src='623S.png'></img>,-4f,Jump-in,
jH,<img src='jH.png'></img>,j623S,<img src='j623S.png'></img>,-4f,Air Gatling,
jH,<img src='jH.png'></img>,236H,<img src='236H.png'></img>,12f,Jump-in,
jH,<img src='jH.png'></img>,236S,<img src='236S.png'></img>,0f,Jump-in,
jH,<img src='jH.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-5f,Jump-in,
jH,<img src='jH.png'></img>,236S-236K,<img src='236S-236K.png'></img>,7f,Jump-in,
jH,<img src='jH.png'></img>,63214S,<img src='63214S.png'></img>,14f,Jump-in,
jH,<img src='jH.png'></img>,j214P,<img src='j214P.png'></img>,9f,Air Gatling,
jH,<img src='jH.png'></img>,236236P,<img src='236236P.png'></img>,-6f,Jump-in,
jH,<img src='jH.png'></img>,632146H,<img src='632146H.png'></img>,8f,Jump-in,
jH,<img src='jH.png'></img>,j632146H,<img src='j632146H.png'></img>,1f,Air Gatling,
jD,<img src='jD.png'></img>,5P,<img src='5P.png'></img>,-10f,Jump-in,
jD,<img src='jD.png'></img>,5K,<img src='5K.png'></img>,-7f,Jump-in,
jD,<img src='jD.png'></img>,cS,<img src='cS.png'></img>,-6f,Jump-in,
jD,<img src='jD.png'></img>,fS,<img src='fS.png'></img>,-4f,Jump-in,
jD,<img src='jD.png'></img>,5H,<img src='5H.png'></img>,-2f,Jump-in,
jD,<img src='jD.png'></img>,2P,<img src='2P.png'></img>,-8f,Jump-in,
jD,<img src='jD.png'></img>,2K,<img src='2K.png'></img>,-8f,Jump-in,
jD,<img src='jD.png'></img>,2S,<img src='2S.png'></img>,-3f,Jump-in,
jD,<img src='jD.png'></img>,2H,<img src='2H.png'></img>,-1f,Jump-in,
jD,<img src='jD.png'></img>,jP,<img src='jP.png'></img>,18f,Air Non-Gatling,
jD,<img src='jD.png'></img>,jK,<img src='jK.png'></img>,19f,Air Non-Gatling,
jD,<img src='jD.png'></img>,jS,<img src='jS.png'></img>,22f,Air Non-Gatling,
jD,<img src='jD.png'></img>,jH,<img src='jH.png'></img>,21f,Air Non-Gatling,
jD,<img src='jD.png'></img>,jD,<img src='jD.png'></img>,21f,Air Non-Gatling,
jD,<img src='jD.png'></img>,6P,<img src='6P.png'></img>,-4f,Jump-in,
jD,<img src='jD.png'></img>,6K,<img src='6K.png'></img>,7f,Jump-in,
jD,<img src='jD.png'></img>,6H,<img src='6H.png'></img>,4f,Jump-in,
jD,<img src='jD.png'></img>,j2K,<img src='j2K.png'></img>,29f,Air Non-Gatling,
jD,<img src='jD.png'></img>,2D,<img src='2D.png'></img>,-3f,Jump-in,
jD,<img src='jD.png'></img>,5D,<img src='5D.png'></img>,7f,Jump-in,
jD,<img src='jD.png'></img>,5[D],<img src='5[D].png'></img>,15f,Jump-in,
jD,<img src='jD.png'></img>,236P,<img src='236P.png'></img>,16f,Jump-in,
jD,<img src='jD.png'></img>,j236P,<img src='j236P.png'></img>,16f,Air Gatling,
jD,<img src='jD.png'></img>,236K,<img src='236K.png'></img>,14f,Jump-in,
jD,<img src='jD.png'></img>,j236K,<img src='j236K.png'></img>,19f,Air Gatling,
jD,<img src='jD.png'></img>,623S,<img src='623S.png'></img>,-4f,Jump-in,
jD,<img src='jD.png'></img>,j623S,<img src='j623S.png'></img>,-4f,Air Gatling,
jD,<img src='jD.png'></img>,236H,<img src='236H.png'></img>,12f,Jump-in,
jD,<img src='jD.png'></img>,236S,<img src='236S.png'></img>,0f,Jump-in,
jD,<img src='jD.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-5f,Jump-in,
jD,<img src='jD.png'></img>,236S-236K,<img src='236S-236K.png'></img>,7f,Jump-in,
jD,<img src='jD.png'></img>,63214S,<img src='63214S.png'></img>,14f,Jump-in,
jD,<img src='jD.png'></img>,j214P,<img src='j214P.png'></img>,9f,Air Gatling,
jD,<img src='jD.png'></img>,236236P,<img src='236236P.png'></img>,-6f,Jump-in,
jD,<img src='jD.png'></img>,632146H,<img src='632146H.png'></img>,8f,Jump-in,
jD,<img src='jD.png'></img>,j632146H,<img src='j632146H.png'></img>,1f,Air Gatling,
j2K,<img src='j2K.png'></img>,5P,<img src='5P.png'></img>,-8f,Jump-in,
j2K,<img src='j2K.png'></img>,5K,<img src='5K.png'></img>,-5f,Jump-in,
j2K,<img src='j2K.png'></img>,cS,<img src='cS.png'></img>,-4f,Jump-in,
j2K,<img src='j2K.png'></img>,fS,<img src='fS.png'></img>,-2f,Jump-in,
j2K,<img src='j2K.png'></img>,5H,<img src='5H.png'></img>,0f,Jump-in,
j2K,<img src='j2K.png'></img>,2P,<img src='2P.png'></img>,-6f,Jump-in,
j2K,<img src='j2K.png'></img>,2K,<img src='2K.png'></img>,-6f,Jump-in,
j2K,<img src='j2K.png'></img>,2S,<img src='2S.png'></img>,-1f,Jump-in,
j2K,<img src='j2K.png'></img>,2H,<img src='2H.png'></img>,1f,Jump-in,
j2K,<img src='j2K.png'></img>,jP,<img src='jP.png'></img>,-5f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,jK,<img src='jK.png'></img>,-4f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,jS,<img src='jS.png'></img>,-1f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,jH,<img src='jH.png'></img>,-2f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,jD,<img src='jD.png'></img>,-2f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,6P,<img src='6P.png'></img>,-2f,Jump-in,
j2K,<img src='j2K.png'></img>,6K,<img src='6K.png'></img>,9f,Jump-in,
j2K,<img src='j2K.png'></img>,6H,<img src='6H.png'></img>,6f,Jump-in,
j2K,<img src='j2K.png'></img>,j2K,<img src='j2K.png'></img>,6f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,2D,<img src='2D.png'></img>,-1f,Jump-in,
j2K,<img src='j2K.png'></img>,5D,<img src='5D.png'></img>,9f,Jump-in,
j2K,<img src='j2K.png'></img>,5[D],<img src='5[D].png'></img>,17f,Jump-in,
j2K,<img src='j2K.png'></img>,236P,<img src='236P.png'></img>,18f,Jump-in,
j2K,<img src='j2K.png'></img>,j236P,<img src='j236P.png'></img>,19f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,236K,<img src='236K.png'></img>,16f,Jump-in,
j2K,<img src='j2K.png'></img>,j236K,<img src='j236K.png'></img>,22f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,623S,<img src='623S.png'></img>,-2f,Jump-in,
j2K,<img src='j2K.png'></img>,j623S,<img src='j623S.png'></img>,-1f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,236H,<img src='236H.png'></img>,14f,Jump-in,
j2K,<img src='j2K.png'></img>,236S,<img src='236S.png'></img>,2f,Jump-in,
j2K,<img src='j2K.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-3f,Jump-in,
j2K,<img src='j2K.png'></img>,236S-236K,<img src='236S-236K.png'></img>,9f,Jump-in,
j2K,<img src='j2K.png'></img>,63214S,<img src='63214S.png'></img>,16f,Jump-in,
j2K,<img src='j2K.png'></img>,j214P,<img src='j214P.png'></img>,12f,Air Non-Gatling,
j2K,<img src='j2K.png'></img>,236236P,<img src='236236P.png'></img>,-4f,Jump-in,
j2K,<img src='j2K.png'></img>,632146H,<img src='632146H.png'></img>,10f,Jump-in,
j2K,<img src='j2K.png'></img>,j632146H,<img src='j632146H.png'></img>,4f,Air Non-Gatling,
236P,<img src='236P.png'></img>,5P,<img src='5P.png'></img>,7f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,5K,<img src='5K.png'></img>,10f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,cS,<img src='cS.png'></img>,11f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,fS,<img src='fS.png'></img>,13f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,5H,<img src='5H.png'></img>,15f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,2P,<img src='2P.png'></img>,9f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,2K,<img src='2K.png'></img>,9f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,2S,<img src='2S.png'></img>,14f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,2H,<img src='2H.png'></img>,16f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,jP,<img src='jP.png'></img>,13f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,jK,<img src='jK.png'></img>,14f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,jS,<img src='jS.png'></img>,17f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,jH,<img src='jH.png'></img>,16f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,jD,<img src='jD.png'></img>,16f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,6P,<img src='6P.png'></img>,13f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,6K,<img src='6K.png'></img>,24f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,6H,<img src='6H.png'></img>,21f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j2K,<img src='j2K.png'></img>,24f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,2D,<img src='2D.png'></img>,14f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,5D,<img src='5D.png'></img>,24f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,5[D],<img src='5[D].png'></img>,32f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,236P,<img src='236P.png'></img>,33f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j236P,<img src='j236P.png'></img>,37f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,236K,<img src='236K.png'></img>,31f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j236K,<img src='j236K.png'></img>,40f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,623S,<img src='623S.png'></img>,13f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j623S,<img src='j623S.png'></img>,17f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,236H,<img src='236H.png'></img>,29f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,236S,<img src='236S.png'></img>,17f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,236S-236S,<img src='236S-236S.png'></img>,12f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,236S-236K,<img src='236S-236K.png'></img>,24f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,63214S,<img src='63214S.png'></img>,31f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j214P,<img src='j214P.png'></img>,30f,Ground Non-Jump Cancel,
236P,<img src='236P.png'></img>,236236P,<img src='236236P.png'></img>,11f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,632146H,<img src='632146H.png'></img>,25f,Ground Non-Gatling,
236P,<img src='236P.png'></img>,j632146H,<img src='j632146H.png'></img>,22f,Ground Non-Jump Cancel,
j236P,<img src='j236P.png'></img>,5P,<img src='5P.png'></img>,-8f,Jump-in,
j236P,<img src='j236P.png'></img>,5K,<img src='5K.png'></img>,-5f,Jump-in,
j236P,<img src='j236P.png'></img>,cS,<img src='cS.png'></img>,-4f,Jump-in,
j236P,<img src='j236P.png'></img>,fS,<img src='fS.png'></img>,-2f,Jump-in,
j236P,<img src='j236P.png'></img>,5H,<img src='5H.png'></img>,0f,Jump-in,
j236P,<img src='j236P.png'></img>,2P,<img src='2P.png'></img>,-6f,Jump-in,
j236P,<img src='j236P.png'></img>,2K,<img src='2K.png'></img>,-6f,Jump-in,
j236P,<img src='j236P.png'></img>,2S,<img src='2S.png'></img>,-1f,Jump-in,
j236P,<img src='j236P.png'></img>,2H,<img src='2H.png'></img>,1f,Jump-in,
j236P,<img src='j236P.png'></img>,jP,<img src='jP.png'></img>,30f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,jK,<img src='jK.png'></img>,31f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,jS,<img src='jS.png'></img>,34f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,jH,<img src='jH.png'></img>,33f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,jD,<img src='jD.png'></img>,33f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,6P,<img src='6P.png'></img>,-2f,Jump-in,
j236P,<img src='j236P.png'></img>,6K,<img src='6K.png'></img>,9f,Jump-in,
j236P,<img src='j236P.png'></img>,6H,<img src='6H.png'></img>,6f,Jump-in,
j236P,<img src='j236P.png'></img>,j2K,<img src='j2K.png'></img>,41f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,2D,<img src='2D.png'></img>,-1f,Jump-in,
j236P,<img src='j236P.png'></img>,5D,<img src='5D.png'></img>,9f,Jump-in,
j236P,<img src='j236P.png'></img>,5[D],<img src='5[D].png'></img>,17f,Jump-in,
j236P,<img src='j236P.png'></img>,236P,<img src='236P.png'></img>,18f,Jump-in,
j236P,<img src='j236P.png'></img>,j236P,<img src='j236P.png'></img>,54f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,236K,<img src='236K.png'></img>,16f,Jump-in,
j236P,<img src='j236P.png'></img>,j236K,<img src='j236K.png'></img>,57f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,623S,<img src='623S.png'></img>,-2f,Jump-in,
j236P,<img src='j236P.png'></img>,j623S,<img src='j623S.png'></img>,34f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,236H,<img src='236H.png'></img>,14f,Jump-in,
j236P,<img src='j236P.png'></img>,236S,<img src='236S.png'></img>,2f,Jump-in,
j236P,<img src='j236P.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-3f,Jump-in,
j236P,<img src='j236P.png'></img>,236S-236K,<img src='236S-236K.png'></img>,9f,Jump-in,
j236P,<img src='j236P.png'></img>,63214S,<img src='63214S.png'></img>,16f,Jump-in,
j236P,<img src='j236P.png'></img>,j214P,<img src='j214P.png'></img>,47f,Air Non-Gatling,
j236P,<img src='j236P.png'></img>,236236P,<img src='236236P.png'></img>,-4f,Jump-in,
j236P,<img src='j236P.png'></img>,632146H,<img src='632146H.png'></img>,10f,Jump-in,
j236P,<img src='j236P.png'></img>,j632146H,<img src='j632146H.png'></img>,39f,Air Non-Gatling,
236K,<img src='236K.png'></img>,5P,<img src='5P.png'></img>,5f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,5K,<img src='5K.png'></img>,8f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,cS,<img src='cS.png'></img>,9f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,fS,<img src='fS.png'></img>,11f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,5H,<img src='5H.png'></img>,13f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,2P,<img src='2P.png'></img>,7f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,2K,<img src='2K.png'></img>,7f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,2S,<img src='2S.png'></img>,12f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,2H,<img src='2H.png'></img>,14f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,jP,<img src='jP.png'></img>,11f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,jK,<img src='jK.png'></img>,12f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,jS,<img src='jS.png'></img>,15f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,jH,<img src='jH.png'></img>,14f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,jD,<img src='jD.png'></img>,14f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,6P,<img src='6P.png'></img>,11f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,6K,<img src='6K.png'></img>,22f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,6H,<img src='6H.png'></img>,19f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j2K,<img src='j2K.png'></img>,22f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,2D,<img src='2D.png'></img>,12f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,5D,<img src='5D.png'></img>,22f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,5[D],<img src='5[D].png'></img>,30f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,236P,<img src='236P.png'></img>,31f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j236P,<img src='j236P.png'></img>,35f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,236K,<img src='236K.png'></img>,29f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j236K,<img src='j236K.png'></img>,38f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,623S,<img src='623S.png'></img>,11f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j623S,<img src='j623S.png'></img>,15f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,236H,<img src='236H.png'></img>,27f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,236S,<img src='236S.png'></img>,15f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,236S-236S,<img src='236S-236S.png'></img>,10f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,236S-236K,<img src='236S-236K.png'></img>,22f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,63214S,<img src='63214S.png'></img>,29f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j214P,<img src='j214P.png'></img>,28f,Ground Non-Jump Cancel,
236K,<img src='236K.png'></img>,236236P,<img src='236236P.png'></img>,9f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,632146H,<img src='632146H.png'></img>,23f,Ground Non-Gatling,
236K,<img src='236K.png'></img>,j632146H,<img src='j632146H.png'></img>,20f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,5P,<img src='5P.png'></img>,30f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,5K,<img src='5K.png'></img>,33f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,cS,<img src='cS.png'></img>,34f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,fS,<img src='fS.png'></img>,36f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,5H,<img src='5H.png'></img>,38f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,2P,<img src='2P.png'></img>,32f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,2K,<img src='2K.png'></img>,32f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,2S,<img src='2S.png'></img>,37f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,2H,<img src='2H.png'></img>,39f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,jP,<img src='jP.png'></img>,36f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,jK,<img src='jK.png'></img>,37f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,jS,<img src='jS.png'></img>,40f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,jH,<img src='jH.png'></img>,39f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,jD,<img src='jD.png'></img>,39f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,6P,<img src='6P.png'></img>,36f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,6K,<img src='6K.png'></img>,47f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,6H,<img src='6H.png'></img>,44f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j2K,<img src='j2K.png'></img>,47f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,2D,<img src='2D.png'></img>,37f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,5D,<img src='5D.png'></img>,47f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,5[D],<img src='5[D].png'></img>,55f,Ground Non-Gatling,
